order_id,date,time,Round Of Time,Month,weekday basis on Date
2725,15-02-2015,11:52:00,11:00:00,February,Sunday
2726,15-02-2015,11:54:55,11:00:00,February,Sunday
2727,15-02-2015,11:56:33,11:00:00,February,Sunday
2728,15-02-2015,12:12:02,12:00:00,February,Sunday
2729,15-02-2015,13:29:30,13:00:00,February,Sunday
2730,15-02-2015,13:53:02,13:00:00,February,Sunday
2731,15-02-2015,13:54:31,13:00:00,February,Sunday
2732,15-02-2015,14:16:54,14:00:00,February,Sunday
2733,15-02-2015,14:40:34,14:00:00,February,Sunday
2734,15-02-2015,14:51:01,14:00:00,February,Sunday
2735,15-02-2015,14:53:31,14:00:00,February,Sunday
2736,15-02-2015,15:11:36,15:00:00,February,Sunday
2737,15-02-2015,15:19:05,15:00:00,February,Sunday
2738,15-02-2015,15:57:57,15:00:00,February,Sunday
2739,15-02-2015,16:29:16,16:00:00,February,Sunday
2740,15-02-2015,16:32:41,16:00:00,February,Sunday
2741,15-02-2015,16:39:02,16:00:00,February,Sunday
2742,15-02-2015,16:51:56,16:00:00,February,Sunday
2743,15-02-2015,16:54:36,16:00:00,February,Sunday
2744,15-02-2015,17:01:46,17:00:00,February,Sunday
2745,15-02-2015,17:07:31,17:00:00,February,Sunday
2746,15-02-2015,17:10:49,17:00:00,February,Sunday
2747,15-02-2015,17:16:27,17:00:00,February,Sunday
2748,15-02-2015,17:21:12,17:00:00,February,Sunday
2749,15-02-2015,17:21:37,17:00:00,February,Sunday
2750,15-02-2015,17:26:04,17:00:00,February,Sunday
2751,15-02-2015,17:28:16,17:00:00,February,Sunday
2752,15-02-2015,17:29:20,17:00:00,February,Sunday
2753,15-02-2015,17:34:35,17:00:00,February,Sunday
2754,15-02-2015,17:42:41,17:00:00,February,Sunday
2755,15-02-2015,17:49:17,17:00:00,February,Sunday
2756,15-02-2015,17:50:18,17:00:00,February,Sunday
2757,15-02-2015,17:51:40,17:00:00,February,Sunday
2758,15-02-2015,17:58:47,17:00:00,February,Sunday
2759,15-02-2015,18:04:36,18:00:00,February,Sunday
2760,15-02-2015,18:50:04,18:00:00,February,Sunday
2761,15-02-2015,18:50:06,18:00:00,February,Sunday
2762,15-02-2015,18:54:43,18:00:00,February,Sunday
2763,15-02-2015,18:58:26,18:00:00,February,Sunday
2764,15-02-2015,19:16:07,19:00:00,February,Sunday
2765,15-02-2015,19:28:59,19:00:00,February,Sunday
2766,15-02-2015,19:30:07,19:00:00,February,Sunday
2767,15-02-2015,19:45:33,19:00:00,February,Sunday
2768,15-02-2015,19:59:22,19:00:00,February,Sunday
2769,15-02-2015,20:14:22,20:00:00,February,Sunday
2770,15-02-2015,20:41:38,20:00:00,February,Sunday
2771,15-02-2015,20:54:46,20:00:00,February,Sunday
2772,15-02-2015,21:02:21,21:00:00,February,Sunday
2773,15-02-2015,21:02:35,21:00:00,February,Sunday
2774,15-02-2015,21:02:44,21:00:00,February,Sunday
2775,15-02-2015,21:44:07,21:00:00,February,Sunday
2776,15-02-2015,21:44:18,21:00:00,February,Sunday
2777,15-02-2015,21:56:36,21:00:00,February,Sunday
2778,16-02-2015,11:20:37,11:00:00,February,Monday
2779,16-02-2015,11:35:56,11:00:00,February,Monday
2780,16-02-2015,11:40:28,11:00:00,February,Monday
2781,16-02-2015,11:47:04,11:00:00,February,Monday
2782,16-02-2015,11:58:57,11:00:00,February,Monday
2783,16-02-2015,12:02:14,12:00:00,February,Monday
2784,16-02-2015,12:16:21,12:00:00,February,Monday
2785,16-02-2015,12:17:18,12:00:00,February,Monday
2786,16-02-2015,12:18:19,12:00:00,February,Monday
2787,16-02-2015,12:23:23,12:00:00,February,Monday
2788,16-02-2015,12:39:37,12:00:00,February,Monday
2789,16-02-2015,12:40:50,12:00:00,February,Monday
2790,16-02-2015,12:46:47,12:00:00,February,Monday
2791,16-02-2015,12:53:24,12:00:00,February,Monday
2792,16-02-2015,12:56:07,12:00:00,February,Monday
2793,16-02-2015,13:12:48,13:00:00,February,Monday
2794,16-02-2015,13:13:19,13:00:00,February,Monday
2795,16-02-2015,13:44:29,13:00:00,February,Monday
2796,16-02-2015,14:17:05,14:00:00,February,Monday
2797,16-02-2015,14:19:46,14:00:00,February,Monday
2798,16-02-2015,14:39:07,14:00:00,February,Monday
2799,16-02-2015,14:47:20,14:00:00,February,Monday
2800,16-02-2015,15:46:10,15:00:00,February,Monday
2801,16-02-2015,15:58:06,15:00:00,February,Monday
2802,16-02-2015,16:01:31,16:00:00,February,Monday
2803,16-02-2015,16:23:34,16:00:00,February,Monday
2804,16-02-2015,16:43:53,16:00:00,February,Monday
2805,16-02-2015,16:57:14,16:00:00,February,Monday
2806,16-02-2015,17:12:37,17:00:00,February,Monday
2807,16-02-2015,17:13:02,17:00:00,February,Monday
2808,16-02-2015,17:27:14,17:00:00,February,Monday
2809,16-02-2015,17:47:25,17:00:00,February,Monday
2810,16-02-2015,17:54:00,17:00:00,February,Monday
2811,16-02-2015,18:03:29,18:00:00,February,Monday
2812,16-02-2015,18:13:00,18:00:00,February,Monday
2813,16-02-2015,18:15:02,18:00:00,February,Monday
2814,16-02-2015,18:21:06,18:00:00,February,Monday
2815,16-02-2015,18:21:17,18:00:00,February,Monday
2816,16-02-2015,18:21:37,18:00:00,February,Monday
2817,16-02-2015,18:37:05,18:00:00,February,Monday
2818,16-02-2015,18:40:09,18:00:00,February,Monday
2819,16-02-2015,19:26:51,19:00:00,February,Monday
2820,16-02-2015,19:35:17,19:00:00,February,Monday
2821,16-02-2015,19:35:28,19:00:00,February,Monday
2822,16-02-2015,19:37:08,19:00:00,February,Monday
2823,16-02-2015,19:53:49,19:00:00,February,Monday
2824,16-02-2015,19:55:28,19:00:00,February,Monday
2825,16-02-2015,20:46:23,20:00:00,February,Monday
2826,16-02-2015,22:40:27,22:00:00,February,Monday
2827,17-02-2015,11:24:02,11:00:00,February,Tuesday
2828,17-02-2015,11:26:13,11:00:00,February,Tuesday
2829,17-02-2015,11:41:17,11:00:00,February,Tuesday
2830,17-02-2015,11:51:54,11:00:00,February,Tuesday
2831,17-02-2015,12:01:02,12:00:00,February,Tuesday
2832,17-02-2015,12:05:10,12:00:00,February,Tuesday
2833,17-02-2015,12:33:55,12:00:00,February,Tuesday
2834,17-02-2015,12:43:07,12:00:00,February,Tuesday
2835,17-02-2015,12:53:50,12:00:00,February,Tuesday
2836,17-02-2015,12:58:28,12:00:00,February,Tuesday
2837,17-02-2015,12:58:45,12:00:00,February,Tuesday
2838,17-02-2015,13:00:48,13:00:00,February,Tuesday
2839,17-02-2015,13:14:08,13:00:00,February,Tuesday
2840,17-02-2015,13:21:27,13:00:00,February,Tuesday
2841,17-02-2015,13:25:44,13:00:00,February,Tuesday
2842,17-02-2015,13:31:20,13:00:00,February,Tuesday
2843,17-02-2015,13:36:33,13:00:00,February,Tuesday
2844,17-02-2015,13:41:34,13:00:00,February,Tuesday
2845,17-02-2015,13:47:42,13:00:00,February,Tuesday
2846,17-02-2015,13:58:44,13:00:00,February,Tuesday
2847,17-02-2015,14:00:42,14:00:00,February,Tuesday
2848,17-02-2015,14:02:20,14:00:00,February,Tuesday
2849,17-02-2015,14:07:24,14:00:00,February,Tuesday
2850,17-02-2015,14:16:57,14:00:00,February,Tuesday
2851,17-02-2015,14:23:26,14:00:00,February,Tuesday
2852,17-02-2015,14:30:43,14:00:00,February,Tuesday
2853,17-02-2015,14:49:35,14:00:00,February,Tuesday
2854,17-02-2015,15:24:37,15:00:00,February,Tuesday
2855,17-02-2015,15:26:05,15:00:00,February,Tuesday
2856,17-02-2015,16:00:48,16:00:00,February,Tuesday
2857,17-02-2015,16:43:16,16:00:00,February,Tuesday
2858,17-02-2015,16:52:53,16:00:00,February,Tuesday
2859,17-02-2015,16:56:21,16:00:00,February,Tuesday
2860,17-02-2015,17:02:17,17:00:00,February,Tuesday
2861,17-02-2015,17:26:55,17:00:00,February,Tuesday
2862,17-02-2015,17:27:13,17:00:00,February,Tuesday
2863,17-02-2015,17:28:53,17:00:00,February,Tuesday
2864,17-02-2015,17:30:42,17:00:00,February,Tuesday
2865,17-02-2015,17:33:09,17:00:00,February,Tuesday
2866,17-02-2015,17:36:11,17:00:00,February,Tuesday
2867,17-02-2015,17:36:38,17:00:00,February,Tuesday
2868,17-02-2015,17:42:20,17:00:00,February,Tuesday
2869,17-02-2015,17:55:47,17:00:00,February,Tuesday
2870,17-02-2015,18:09:41,18:00:00,February,Tuesday
2871,17-02-2015,18:39:26,18:00:00,February,Tuesday
2872,17-02-2015,18:40:22,18:00:00,February,Tuesday
2873,17-02-2015,18:46:36,18:00:00,February,Tuesday
2874,17-02-2015,19:03:32,19:00:00,February,Tuesday
2875,17-02-2015,19:26:46,19:00:00,February,Tuesday
2876,17-02-2015,19:46:45,19:00:00,February,Tuesday
2877,17-02-2015,19:57:06,19:00:00,February,Tuesday
2878,17-02-2015,20:02:56,20:00:00,February,Tuesday
2879,17-02-2015,20:04:09,20:00:00,February,Tuesday
2880,17-02-2015,20:41:21,20:00:00,February,Tuesday
2881,17-02-2015,20:59:44,20:00:00,February,Tuesday
2882,17-02-2015,21:30:31,21:00:00,February,Tuesday
2883,17-02-2015,21:51:06,21:00:00,February,Tuesday
2884,17-02-2015,22:06:26,22:00:00,February,Tuesday
2885,17-02-2015,22:20:14,22:00:00,February,Tuesday
2886,17-02-2015,22:20:30,22:00:00,February,Tuesday
2887,17-02-2015,22:25:41,22:00:00,February,Tuesday
2888,18-02-2015,11:18:58,11:00:00,February,Wednesday
2889,18-02-2015,11:22:20,11:00:00,February,Wednesday
2890,18-02-2015,11:32:11,11:00:00,February,Wednesday
2891,18-02-2015,11:39:41,11:00:00,February,Wednesday
2892,18-02-2015,11:41:20,11:00:00,February,Wednesday
2893,18-02-2015,11:55:10,11:00:00,February,Wednesday
2894,18-02-2015,12:06:02,12:00:00,February,Wednesday
2895,18-02-2015,12:06:59,12:00:00,February,Wednesday
2896,18-02-2015,12:20:01,12:00:00,February,Wednesday
2897,18-02-2015,12:25:17,12:00:00,February,Wednesday
2898,18-02-2015,12:26:20,12:00:00,February,Wednesday
2899,18-02-2015,12:32:03,12:00:00,February,Wednesday
2900,18-02-2015,12:55:30,12:00:00,February,Wednesday
2901,18-02-2015,13:00:48,13:00:00,February,Wednesday
2902,18-02-2015,13:04:25,13:00:00,February,Wednesday
2903,18-02-2015,13:10:12,13:00:00,February,Wednesday
2904,18-02-2015,13:20:44,13:00:00,February,Wednesday
2905,18-02-2015,13:32:59,13:00:00,February,Wednesday
2906,18-02-2015,13:34:49,13:00:00,February,Wednesday
2907,18-02-2015,13:51:14,13:00:00,February,Wednesday
2908,18-02-2015,14:17:18,14:00:00,February,Wednesday
2909,18-02-2015,14:21:14,14:00:00,February,Wednesday
2910,18-02-2015,14:32:22,14:00:00,February,Wednesday
2911,18-02-2015,14:54:10,14:00:00,February,Wednesday
2912,18-02-2015,15:39:02,15:00:00,February,Wednesday
2913,18-02-2015,15:44:31,15:00:00,February,Wednesday
2914,18-02-2015,15:56:55,15:00:00,February,Wednesday
2915,18-02-2015,16:34:02,16:00:00,February,Wednesday
2916,18-02-2015,16:50:00,16:00:00,February,Wednesday
2917,18-02-2015,16:57:15,16:00:00,February,Wednesday
2918,18-02-2015,16:59:11,16:00:00,February,Wednesday
2919,18-02-2015,17:07:38,17:00:00,February,Wednesday
2920,18-02-2015,17:08:04,17:00:00,February,Wednesday
2921,18-02-2015,17:13:58,17:00:00,February,Wednesday
2922,18-02-2015,17:17:04,17:00:00,February,Wednesday
2923,18-02-2015,17:49:17,17:00:00,February,Wednesday
2924,18-02-2015,18:00:30,18:00:00,February,Wednesday
2925,18-02-2015,18:03:20,18:00:00,February,Wednesday
2926,18-02-2015,18:06:26,18:00:00,February,Wednesday
2927,18-02-2015,18:09:39,18:00:00,February,Wednesday
2928,18-02-2015,18:22:10,18:00:00,February,Wednesday
2929,18-02-2015,18:22:28,18:00:00,February,Wednesday
2930,18-02-2015,18:39:01,18:00:00,February,Wednesday
2931,18-02-2015,18:43:05,18:00:00,February,Wednesday
2932,18-02-2015,18:50:08,18:00:00,February,Wednesday
2933,18-02-2015,18:50:39,18:00:00,February,Wednesday
2934,18-02-2015,19:00:00,19:00:00,February,Wednesday
2935,18-02-2015,19:03:42,19:00:00,February,Wednesday
2936,18-02-2015,19:15:17,19:00:00,February,Wednesday
2937,18-02-2015,19:57:16,19:00:00,February,Wednesday
2938,18-02-2015,20:07:26,20:00:00,February,Wednesday
2939,18-02-2015,20:08:11,20:00:00,February,Wednesday
2940,18-02-2015,20:20:30,20:00:00,February,Wednesday
2941,18-02-2015,20:27:48,20:00:00,February,Wednesday
2942,18-02-2015,20:34:26,20:00:00,February,Wednesday
2943,18-02-2015,20:41:00,20:00:00,February,Wednesday
2944,18-02-2015,21:17:25,21:00:00,February,Wednesday
2945,18-02-2015,21:30:26,21:00:00,February,Wednesday
2946,18-02-2015,21:40:57,21:00:00,February,Wednesday
2947,18-02-2015,22:15:02,22:00:00,February,Wednesday
2948,18-02-2015,22:40:30,22:00:00,February,Wednesday
2949,19-02-2015,11:15:43,11:00:00,February,Thursday
2950,19-02-2015,11:35:51,11:00:00,February,Thursday
2951,19-02-2015,11:39:10,11:00:00,February,Thursday
2952,19-02-2015,12:03:36,12:00:00,February,Thursday
2953,19-02-2015,12:20:32,12:00:00,February,Thursday
2954,19-02-2015,12:21:49,12:00:00,February,Thursday
2955,19-02-2015,12:25:18,12:00:00,February,Thursday
2956,19-02-2015,12:33:38,12:00:00,February,Thursday
2957,19-02-2015,12:40:31,12:00:00,February,Thursday
2958,19-02-2015,12:56:06,12:00:00,February,Thursday
2959,19-02-2015,13:01:24,13:00:00,February,Thursday
2960,19-02-2015,13:09:03,13:00:00,February,Thursday
2961,19-02-2015,13:13:54,13:00:00,February,Thursday
2962,19-02-2015,13:18:02,13:00:00,February,Thursday
2963,19-02-2015,13:22:56,13:00:00,February,Thursday
2964,19-02-2015,13:27:47,13:00:00,February,Thursday
2965,19-02-2015,13:35:13,13:00:00,February,Thursday
2966,19-02-2015,13:37:11,13:00:00,February,Thursday
2967,19-02-2015,13:44:40,13:00:00,February,Thursday
2968,19-02-2015,14:06:37,14:00:00,February,Thursday
2969,19-02-2015,14:10:09,14:00:00,February,Thursday
2970,19-02-2015,14:19:12,14:00:00,February,Thursday
2971,19-02-2015,14:32:56,14:00:00,February,Thursday
2972,19-02-2015,14:59:53,14:00:00,February,Thursday
2973,19-02-2015,15:04:17,15:00:00,February,Thursday
2974,19-02-2015,15:07:56,15:00:00,February,Thursday
2975,19-02-2015,15:22:51,15:00:00,February,Thursday
2976,19-02-2015,15:29:10,15:00:00,February,Thursday
2977,19-02-2015,15:33:26,15:00:00,February,Thursday
2978,19-02-2015,15:45:48,15:00:00,February,Thursday
2979,19-02-2015,16:43:03,16:00:00,February,Thursday
2980,19-02-2015,16:48:44,16:00:00,February,Thursday
2981,19-02-2015,17:21:47,17:00:00,February,Thursday
2982,19-02-2015,17:24:23,17:00:00,February,Thursday
2983,19-02-2015,17:26:31,17:00:00,February,Thursday
2984,19-02-2015,17:36:12,17:00:00,February,Thursday
2985,19-02-2015,17:36:55,17:00:00,February,Thursday
2986,19-02-2015,17:39:32,17:00:00,February,Thursday
2987,19-02-2015,17:41:19,17:00:00,February,Thursday
2988,19-02-2015,17:42:25,17:00:00,February,Thursday
2989,19-02-2015,18:11:40,18:00:00,February,Thursday
2990,19-02-2015,18:13:19,18:00:00,February,Thursday
2991,19-02-2015,18:21:31,18:00:00,February,Thursday
2992,19-02-2015,18:38:54,18:00:00,February,Thursday
2993,19-02-2015,18:49:06,18:00:00,February,Thursday
2994,19-02-2015,18:58:08,18:00:00,February,Thursday
2995,19-02-2015,18:59:05,18:00:00,February,Thursday
2996,19-02-2015,19:05:53,19:00:00,February,Thursday
2997,19-02-2015,19:38:24,19:00:00,February,Thursday
2998,19-02-2015,19:52:20,19:00:00,February,Thursday
2999,19-02-2015,19:57:15,19:00:00,February,Thursday
3000,19-02-2015,19:57:23,19:00:00,February,Thursday
3001,19-02-2015,20:34:39,20:00:00,February,Thursday
3002,19-02-2015,21:27:34,21:00:00,February,Thursday
3003,19-02-2015,21:32:12,21:00:00,February,Thursday
3004,19-02-2015,21:56:20,21:00:00,February,Thursday
3005,20-02-2015,11:53:36,11:00:00,February,Friday
3006,20-02-2015,12:01:32,12:00:00,February,Friday
3007,20-02-2015,12:06:37,12:00:00,February,Friday
3008,20-02-2015,12:09:54,12:00:00,February,Friday
3009,20-02-2015,12:21:25,12:00:00,February,Friday
3010,20-02-2015,12:26:16,12:00:00,February,Friday
3011,20-02-2015,12:29:25,12:00:00,February,Friday
3012,20-02-2015,12:32:03,12:00:00,February,Friday
3013,20-02-2015,12:45:23,12:00:00,February,Friday
3014,20-02-2015,12:58:29,12:00:00,February,Friday
3015,20-02-2015,12:59:05,12:00:00,February,Friday
3016,20-02-2015,13:07:02,13:00:00,February,Friday
3017,20-02-2015,13:09:41,13:00:00,February,Friday
3018,20-02-2015,13:12:40,13:00:00,February,Friday
3019,20-02-2015,13:15:28,13:00:00,February,Friday
3020,20-02-2015,13:17:11,13:00:00,February,Friday
3021,20-02-2015,13:23:48,13:00:00,February,Friday
3022,20-02-2015,13:24:12,13:00:00,February,Friday
3023,20-02-2015,13:29:47,13:00:00,February,Friday
3024,20-02-2015,13:35:59,13:00:00,February,Friday
3025,20-02-2015,13:37:52,13:00:00,February,Friday
3026,20-02-2015,13:38:14,13:00:00,February,Friday
3027,20-02-2015,13:41:20,13:00:00,February,Friday
3028,20-02-2015,13:48:58,13:00:00,February,Friday
3029,20-02-2015,13:55:24,13:00:00,February,Friday
3030,20-02-2015,13:59:16,13:00:00,February,Friday
3031,20-02-2015,14:06:14,14:00:00,February,Friday
3032,20-02-2015,14:08:19,14:00:00,February,Friday
3033,20-02-2015,14:54:29,14:00:00,February,Friday
3034,20-02-2015,14:55:08,14:00:00,February,Friday
3035,20-02-2015,15:07:45,15:00:00,February,Friday
3036,20-02-2015,15:14:47,15:00:00,February,Friday
3037,20-02-2015,15:16:15,15:00:00,February,Friday
3038,20-02-2015,15:46:43,15:00:00,February,Friday
3039,20-02-2015,15:48:51,15:00:00,February,Friday
3040,20-02-2015,16:09:58,16:00:00,February,Friday
3041,20-02-2015,16:25:39,16:00:00,February,Friday
3042,20-02-2015,16:30:09,16:00:00,February,Friday
3043,20-02-2015,16:46:25,16:00:00,February,Friday
3044,20-02-2015,17:10:25,17:00:00,February,Friday
3045,20-02-2015,17:27:46,17:00:00,February,Friday
3046,20-02-2015,17:35:34,17:00:00,February,Friday
3047,20-02-2015,17:42:09,17:00:00,February,Friday
3048,20-02-2015,17:45:15,17:00:00,February,Friday
3049,20-02-2015,17:49:20,17:00:00,February,Friday
3050,20-02-2015,17:54:22,17:00:00,February,Friday
3051,20-02-2015,17:57:09,17:00:00,February,Friday
3052,20-02-2015,17:57:21,17:00:00,February,Friday
3053,20-02-2015,17:58:01,17:00:00,February,Friday
3054,20-02-2015,18:04:47,18:00:00,February,Friday
3055,20-02-2015,18:42:15,18:00:00,February,Friday
3056,20-02-2015,19:01:48,19:00:00,February,Friday
3057,20-02-2015,19:17:04,19:00:00,February,Friday
3058,20-02-2015,19:19:17,19:00:00,February,Friday
3059,20-02-2015,19:26:34,19:00:00,February,Friday
3060,20-02-2015,19:36:58,19:00:00,February,Friday
3061,20-02-2015,19:42:12,19:00:00,February,Friday
3062,20-02-2015,19:51:17,19:00:00,February,Friday
3063,20-02-2015,20:03:43,20:00:00,February,Friday
3064,20-02-2015,20:06:45,20:00:00,February,Friday
3065,20-02-2015,20:12:13,20:00:00,February,Friday
3066,20-02-2015,20:12:43,20:00:00,February,Friday
3067,20-02-2015,20:22:25,20:00:00,February,Friday
3068,20-02-2015,20:45:09,20:00:00,February,Friday
3069,20-02-2015,20:47:39,20:00:00,February,Friday
3070,20-02-2015,21:02:16,21:00:00,February,Friday
3071,20-02-2015,21:14:34,21:00:00,February,Friday
3072,20-02-2015,21:28:46,21:00:00,February,Friday
3073,20-02-2015,21:36:46,21:00:00,February,Friday
3074,20-02-2015,21:39:19,21:00:00,February,Friday
3075,20-02-2015,22:11:07,22:00:00,February,Friday
3076,20-02-2015,22:12:20,22:00:00,February,Friday
3077,20-02-2015,22:17:15,22:00:00,February,Friday
3078,21-02-2015,11:43:29,11:00:00,February,Saturday
3079,21-02-2015,12:04:27,12:00:00,February,Saturday
3080,21-02-2015,12:23:18,12:00:00,February,Saturday
3081,21-02-2015,12:35:15,12:00:00,February,Saturday
3082,21-02-2015,12:37:30,12:00:00,February,Saturday
3083,21-02-2015,12:43:43,12:00:00,February,Saturday
3084,21-02-2015,12:44:07,12:00:00,February,Saturday
3085,21-02-2015,12:49:36,12:00:00,February,Saturday
3086,21-02-2015,12:57:21,12:00:00,February,Saturday
3087,21-02-2015,12:59:13,12:00:00,February,Saturday
3088,21-02-2015,13:20:12,13:00:00,February,Saturday
3089,21-02-2015,13:42:51,13:00:00,February,Saturday
3090,21-02-2015,14:03:29,14:00:00,February,Saturday
3091,21-02-2015,14:04:59,14:00:00,February,Saturday
3092,21-02-2015,14:41:55,14:00:00,February,Saturday
3093,21-02-2015,15:07:39,15:00:00,February,Saturday
3094,21-02-2015,15:10:02,15:00:00,February,Saturday
3095,21-02-2015,15:11:34,15:00:00,February,Saturday
3096,21-02-2015,15:12:31,15:00:00,February,Saturday
3097,21-02-2015,15:25:30,15:00:00,February,Saturday
3098,21-02-2015,15:26:00,15:00:00,February,Saturday
3099,21-02-2015,15:37:24,15:00:00,February,Saturday
3100,21-02-2015,15:41:20,15:00:00,February,Saturday
3101,21-02-2015,16:12:23,16:00:00,February,Saturday
3102,21-02-2015,16:32:10,16:00:00,February,Saturday
3103,21-02-2015,16:37:19,16:00:00,February,Saturday
3104,21-02-2015,16:45:25,16:00:00,February,Saturday
3105,21-02-2015,16:46:37,16:00:00,February,Saturday
3106,21-02-2015,17:16:04,17:00:00,February,Saturday
3107,21-02-2015,17:26:20,17:00:00,February,Saturday
3108,21-02-2015,17:28:57,17:00:00,February,Saturday
3109,21-02-2015,17:30:27,17:00:00,February,Saturday
3110,21-02-2015,17:54:51,17:00:00,February,Saturday
3111,21-02-2015,18:11:42,18:00:00,February,Saturday
3112,21-02-2015,18:12:32,18:00:00,February,Saturday
3113,21-02-2015,18:13:22,18:00:00,February,Saturday
3114,21-02-2015,18:13:49,18:00:00,February,Saturday
3115,21-02-2015,18:15:34,18:00:00,February,Saturday
3116,21-02-2015,18:28:28,18:00:00,February,Saturday
3117,21-02-2015,18:47:53,18:00:00,February,Saturday
3118,21-02-2015,19:07:50,19:00:00,February,Saturday
3119,21-02-2015,19:16:59,19:00:00,February,Saturday
3120,21-02-2015,19:21:02,19:00:00,February,Saturday
3121,21-02-2015,19:25:20,19:00:00,February,Saturday
3122,21-02-2015,19:29:14,19:00:00,February,Saturday
3123,21-02-2015,19:46:07,19:00:00,February,Saturday
3124,21-02-2015,19:59:20,19:00:00,February,Saturday
3125,21-02-2015,20:12:37,20:00:00,February,Saturday
3126,21-02-2015,20:35:12,20:00:00,February,Saturday
3127,21-02-2015,20:40:10,20:00:00,February,Saturday
3128,21-02-2015,21:45:43,21:00:00,February,Saturday
3129,21-02-2015,21:50:56,21:00:00,February,Saturday
3130,21-02-2015,21:59:36,21:00:00,February,Saturday
3131,21-02-2015,22:14:02,22:00:00,February,Saturday
3132,21-02-2015,22:55:11,22:00:00,February,Saturday
3133,21-02-2015,23:05:24,23:00:00,February,Saturday
3134,22-02-2015,11:40:25,11:00:00,February,Sunday
3135,22-02-2015,12:00:54,12:00:00,February,Sunday
3136,22-02-2015,12:39:19,12:00:00,February,Sunday
3137,22-02-2015,12:40:49,12:00:00,February,Sunday
3138,22-02-2015,13:02:28,13:00:00,February,Sunday
3139,22-02-2015,13:11:07,13:00:00,February,Sunday
3140,22-02-2015,13:40:06,13:00:00,February,Sunday
3141,22-02-2015,14:15:23,14:00:00,February,Sunday
3142,22-02-2015,14:17:17,14:00:00,February,Sunday
3143,22-02-2015,15:16:59,15:00:00,February,Sunday
3144,22-02-2015,15:26:04,15:00:00,February,Sunday
3145,22-02-2015,15:41:07,15:00:00,February,Sunday
3146,22-02-2015,15:55:09,15:00:00,February,Sunday
3147,22-02-2015,15:59:59,15:00:00,February,Sunday
3148,22-02-2015,16:03:50,16:00:00,February,Sunday
3149,22-02-2015,16:23:12,16:00:00,February,Sunday
3150,22-02-2015,16:23:23,16:00:00,February,Sunday
3151,22-02-2015,16:34:34,16:00:00,February,Sunday
3152,22-02-2015,16:42:27,16:00:00,February,Sunday
3153,22-02-2015,17:00:52,17:00:00,February,Sunday
3154,22-02-2015,17:44:21,17:00:00,February,Sunday
3155,22-02-2015,18:28:37,18:00:00,February,Sunday
3156,22-02-2015,18:57:53,18:00:00,February,Sunday
3157,22-02-2015,19:34:23,19:00:00,February,Sunday
3158,22-02-2015,19:35:02,19:00:00,February,Sunday
3159,22-02-2015,19:38:44,19:00:00,February,Sunday
3160,22-02-2015,19:51:29,19:00:00,February,Sunday
3161,22-02-2015,19:53:24,19:00:00,February,Sunday
3162,22-02-2015,20:40:55,20:00:00,February,Sunday
3163,22-02-2015,20:43:58,20:00:00,February,Sunday
3164,22-02-2015,20:47:46,20:00:00,February,Sunday
3165,22-02-2015,21:02:45,21:00:00,February,Sunday
3166,22-02-2015,21:12:20,21:00:00,February,Sunday
3167,22-02-2015,21:13:36,21:00:00,February,Sunday
3168,22-02-2015,21:36:58,21:00:00,February,Sunday
3169,22-02-2015,21:50:42,21:00:00,February,Sunday
3170,22-02-2015,22:13:50,22:00:00,February,Sunday
3171,23-02-2015,11:18:31,11:00:00,February,Monday
3172,23-02-2015,11:52:30,11:00:00,February,Monday
3173,23-02-2015,11:54:41,11:00:00,February,Monday
3174,23-02-2015,12:09:18,12:00:00,February,Monday
3175,23-02-2015,12:10:43,12:00:00,February,Monday
3176,23-02-2015,12:21:42,12:00:00,February,Monday
3177,23-02-2015,12:23:43,12:00:00,February,Monday
3178,23-02-2015,12:30:16,12:00:00,February,Monday
3179,23-02-2015,12:41:52,12:00:00,February,Monday
3180,23-02-2015,12:44:52,12:00:00,February,Monday
3181,23-02-2015,12:51:43,12:00:00,February,Monday
3182,23-02-2015,12:57:29,12:00:00,February,Monday
3183,23-02-2015,13:04:34,13:00:00,February,Monday
3184,23-02-2015,13:15:00,13:00:00,February,Monday
3185,23-02-2015,13:22:07,13:00:00,February,Monday
3186,23-02-2015,13:22:54,13:00:00,February,Monday
3187,23-02-2015,13:27:18,13:00:00,February,Monday
3188,23-02-2015,13:34:56,13:00:00,February,Monday
3189,23-02-2015,13:59:04,13:00:00,February,Monday
3190,23-02-2015,14:24:16,14:00:00,February,Monday
3191,23-02-2015,15:11:01,15:00:00,February,Monday
3192,23-02-2015,15:19:27,15:00:00,February,Monday
3193,23-02-2015,15:49:25,15:00:00,February,Monday
3194,23-02-2015,16:19:34,16:00:00,February,Monday
3195,23-02-2015,16:24:11,16:00:00,February,Monday
3196,23-02-2015,16:28:00,16:00:00,February,Monday
3197,23-02-2015,16:36:02,16:00:00,February,Monday
3198,23-02-2015,16:40:05,16:00:00,February,Monday
3199,23-02-2015,17:13:58,17:00:00,February,Monday
3200,23-02-2015,17:16:39,17:00:00,February,Monday
3201,23-02-2015,17:21:33,17:00:00,February,Monday
3202,23-02-2015,17:22:50,17:00:00,February,Monday
3203,23-02-2015,17:23:12,17:00:00,February,Monday
3204,23-02-2015,17:29:25,17:00:00,February,Monday
3205,23-02-2015,17:31:33,17:00:00,February,Monday
3206,23-02-2015,17:31:54,17:00:00,February,Monday
3207,23-02-2015,17:34:41,17:00:00,February,Monday
